Rank,School,Games,OverallWins,OverallLosses,WinPct,OverallSRS,OverallSOS,ConferenceWins,ConferenceLosses,HomeWins,HomeLosses,AwayWins,AwayLosses,ForPoints,OppPoints,Blank,Minutes,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPCT,ThreePointMade,ThreePointAttempts,ThreePointPct,FreeThrowsMade,FreeThrowsAttempted,FreeThrowPCT,OffensiveRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,X35,X36,X37,X38,Season
123,Idaho State,30,14,16,0.467,-5.77,-3.7,NA,9,9,NA,9,5,NA,5,10,NA,2211,2232,NA,1200,778,1639,0.475,252,637,0.396,403,594,0.678,204,962,354,169,72,408,525,2017-2018
124,Idaho,31,22,9,0.71,0.82,-3.94,NA,14,4,NA,11,2,NA,9,4,NA,2330,2134,NA,1245,819,1749,0.468,277,679,0.408,415,565,0.735,309,1138,459,135,80,411,553,2017-2018
125,Illinois-Chicago,36,20,16,0.556,-2.91,-4.21,NA,12,6,NA,11,7,NA,9,8,NA,2708,2597,NA,1445,951,2115,0.45,242,697,0.347,564,768,0.734,371,1384,451,244,242,544,687,2017-2018
126,Illinois State,33,18,15,0.545,1.08,3.67,NA,10,8,NA,11,3,NA,3,10,NA,2364,2418,NA,1350,813,1917,0.424,301,883,0.341,437,640,0.683,317,1171,468,216,131,438,677,2017-2018
127,Illinois,32,14,18,0.438,8.5,7.53,NA,4,14,NA,12,6,NA,1,10,NA,2426,2362,NA,1295,856,1949,0.439,236,705,0.335,478,653,0.732,398,1053,442,240,69,425,720,2017-2018
128,Incarnate Word,28,7,21,0.25,-17.71,-5.04,NA,2,16,NA,6,9,NA,1,12,NA,1978,2163,NA,1120,671,1566,0.428,166,493,0.337,470,630,0.746,280,976,311,169,143,442,521,2017-2018
129,Indiana State,31,13,18,0.419,1.54,2.43,NA,8,10,NA,8,7,NA,5,7,NA,2248,2253,NA,1275,762,1803,0.423,270,748,0.361,454,644,0.705,322,1124,360,233,105,445,614,2017-2018
130,Indiana,31,16,15,0.516,9.89,8.25,NA,9,9,NA,12,6,NA,3,8,NA,2229,2178,NA,1255,806,1767,0.456,194,602,0.322,423,644,0.657,345,1099,435,199,134,386,561,2017-2018
131,Iona NCAA,34,20,14,0.588,0.76,-2.19,NA,11,7,NA,8,3,NA,7,8,NA,2702,2602,NA,1385,957,2076,0.461,324,846,0.383,462,626,0.738,291,1146,542,229,103,395,587,2017-2018
132,Iowa State,31,13,18,0.419,6.88,9.49,NA,4,14,NA,9,7,NA,0,10,NA,2258,2339,NA,1250,817,1870,0.437,234,653,0.358,390,557,0.7,338,1134,423,149,129,369,508,2017-2018
133,Iowa,33,14,19,0.424,8.13,7.13,NA,4,14,NA,9,6,NA,1,10,NA,2630,2597,NA,1330,946,1975,0.479,252,672,0.375,486,699,0.695,391,1258,602,172,134,441,548,2017-2018
134,Purdue-Fort Wayne,33,18,15,0.545,-1.49,-3.24,NA,7,7,NA,13,3,NA,4,10,NA,2716,2535,NA,1325,953,2073,0.46,339,925,0.366,471,654,0.72,316,1157,484,264,110,391,538,2017-2018
135,IUPUI,30,11,19,0.367,-9.82,-3.53,NA,8,10,NA,9,4,NA,2,14,NA,2047,2180,NA,1205,731,1723,0.424,213,600,0.355,372,559,0.665,346,1022,385,205,103,427,562,2017-2018
136,Jackson State,32,12,20,0.375,-17.66,-10.49,NA,9,9,NA,9,2,NA,2,17,NA,1991,2161,NA,1295,714,1921,0.372,238,724,0.329,325,497,0.654,401,1087,350,235,89,368,651,2017-2018
137,Jacksonville State,36,23,13,0.639,-0.3,-4.87,NA,11,7,NA,12,4,NA,9,8,NA,2587,2369,NA,1450,954,2091,0.456,211,650,0.325,468,657,0.712,412,1371,542,220,176,469,624,2017-2018
138,Jacksonville,33,15,18,0.455,-13.39,-6.12,NA,8,6,NA,10,6,NA,3,12,NA,2405,2482,NA,1345,897,1993,0.45,202,601,0.336,409,622,0.658,330,1180,415,226,112,472,536,2017-2018
139,James Madison,32,10,22,0.313,-5.47,-2.15,NA,6,12,NA,7,7,NA,3,11,NA,2341,2414,NA,1310,812,1933,0.42,231,695,0.332,486,667,0.729,361,1148,388,228,104,383,670,2017-2018
140,Kansas State NCAA,37,25,12,0.676,12.84,8.74,NA,10,8,NA,14,3,NA,6,5,NA,2630,2478,NA,1485,937,2025,0.463,254,745,0.341,502,684,0.734,304,1136,510,294,110,423,684,2017-2018
141,Kansas NCAA,39,31,8,0.795,21.39,11.87,NA,13,5,NA,14,3,NA,8,3,NA,3174,2803,NA,1565,1165,2366,0.492,391,974,0.401,453,640,0.708,381,1388,649,254,160,456,597,2017-2018
142,Kennesaw State,30,10,20,0.333,-11.17,-4.31,NA,6,8,NA,8,6,NA,2,14,NA,2182,2328,NA,1205,805,1771,0.455,160,438,0.365,412,597,0.69,307,987,446,216,93,409,540,2017-2018
143,Kent State,34,17,17,0.5,-3.72,-1.75,NA,9,9,NA,13,3,NA,2,11,NA,2482,2502,NA,1370,871,2049,0.425,255,782,0.326,485,666,0.728,390,1220,393,201,122,442,638,2017-2018
144,Kentucky NCAA,37,26,11,0.703,17.24,10.73,NA,10,8,NA,16,2,NA,4,6,NA,2840,2599,NA,1485,998,2115,0.472,195,546,0.357,649,930,0.698,441,1431,489,208,176,480,702,2017-2018
145,La Salle,32,13,19,0.406,1.7,2.54,NA,7,11,NA,10,4,NA,2,10,NA,2333,2360,NA,1315,817,1905,0.429,234,710,0.33,465,591,0.787,293,1124,410,189,90,374,546,2017-2018
146,Lafayette,31,10,21,0.323,-9.78,-6.04,NA,7,11,NA,8,6,NA,2,14,NA,2207,2307,NA,1245,777,1709,0.455,263,708,0.371,390,507,0.769,210,1026,386,131,103,411,515,2017-2018
147,Lamar,33,19,14,0.576,-5.19,-7.22,NA,11,7,NA,11,4,NA,8,7,NA,2500,2296,NA,1340,873,2026,0.431,257,750,0.343,497,757,0.657,426,1246,449,281,75,430,654,2017-2018
148,Lehigh,30,16,14,0.533,-6.42,-5.66,NA,11,7,NA,9,6,NA,7,8,NA,2336,2333,NA,1230,835,1845,0.453,293,721,0.406,373,480,0.777,269,1074,428,184,53,380,553,2017-2018
149,Liberty,37,22,15,0.595,-2.67,-6.23,NA,9,9,NA,13,7,NA,7,6,NA,2621,2353,NA,1510,899,1948,0.461,300,805,0.373,523,660,0.792,271,1239,521,218,94,438,613,2017-2018
150,Lipscomb NCAA,33,23,10,0.697,-2.1,-3.8,NA,10,4,NA,13,2,NA,10,7,NA,2708,2564,NA,1340,924,2040,0.453,267,813,0.328,593,826,0.718,346,1276,517,216,102,493,656,2017-2018
151,Cal State Long Beach,33,15,18,0.455,-3.75,0.89,NA,9,7,NA,8,5,NA,6,10,NA,2485,2586,NA,1330,866,1917,0.452,196,558,0.351,557,765,0.728,381,1195,419,218,119,501,592,2017-2018
152,Long Island University NCAA,35,18,17,0.514,-8.61,-8.19,NA,10,8,NA,12,4,NA,5,11,NA,2696,2674,NA,1405,935,2055,0.455,279,815,0.342,547,786,0.696,370,1327,442,194,111,496,687,2017-2018
153,Longwood,33,7,26,0.212,-18.31,-4.31,NA,3,15,NA,5,11,NA,2,13,NA,2088,2445,NA,1320,728,1764,0.413,226,691,0.327,406,591,0.687,262,1070,327,218,103,516,575,2017-2018
154,Louisiana,34,27,7,0.794,7.58,-2.54,NA,16,2,NA,14,1,NA,10,4,NA,2829,2408,NA,1365,971,2093,0.464,297,818,0.363,590,775,0.761,435,1325,591,255,147,455,648,2017-2018
155,Louisiana-Monroe,32,16,16,0.5,-6.27,-3.31,NA,9,9,NA,12,4,NA,3,11,NA,2235,2187,NA,1290,811,1863,0.435,288,801,0.36,325,453,0.717,297,1077,446,207,42,380,535,2017-2018
156,Louisiana State,33,18,15,0.545,10.93,8.03,NA,8,10,NA,14,4,NA,3,8,NA,2559,2463,NA,1325,916,1926,0.476,268,774,0.346,459,628,0.731,317,1101,467,252,110,382,585,2017-2018
157,Louisiana Tech,33,17,16,0.515,1.33,-0.12,NA,7,11,NA,11,5,NA,2,10,NA,2468,2331,NA,1325,838,1877,0.446,287,765,0.375,505,697,0.725,314,1137,470,196,132,405,568,2017-2018
158,Louisville,36,22,14,0.611,14.3,9.08,NA,9,9,NA,16,6,NA,4,7,NA,2721,2533,NA,1460,969,2140,0.453,280,754,0.371,503,683,0.736,358,1317,489,251,217,425,585,2017-2018
159,Loyola (IL) NCAA,38,32,6,0.842,10.38,1.81,NA,15,3,NA,14,1,NA,9,4,NA,2721,2377,NA,1520,995,1963,0.507,277,700,0.396,454,626,0.725,238,1222,594,241,90,472,528,2017-2018
160,Loyola Marymount,31,11,20,0.355,-4.38,1.09,NA,5,13,NA,7,7,NA,3,12,NA,2226,2369,NA,1250,803,1813,0.443,200,574,0.348,421,593,0.71,375,1011,439,216,72,407,607,2017-2018
161,Loyola (MD),31,9,22,0.29,-12.72,-5.25,NA,6,12,NA,8,6,NA,1,16,NA,2154,2326,NA,1255,797,1820,0.438,163,509,0.32,397,608,0.653,332,1076,360,218,97,414,614,2017-2018
162,Maine,32,6,26,0.188,-14.64,-3.28,NA,3,13,NA,4,8,NA,2,16,NA,2140,2408,NA,1295,765,1873,0.408,225,745,0.302,385,559,0.689,306,1131,378,206,94,496,624,2017-2018
163,Manhattan,31,14,17,0.452,-5.05,-4.15,NA,9,9,NA,8,3,NA,5,8,NA,2147,2175,NA,1260,737,1661,0.444,239,598,0.4,434,625,0.694,319,1030,433,186,121,482,616,2017-2018
164,Marist,31,6,25,0.194,-12.48,-3.57,NA,4,14,NA,4,9,NA,2,10,NA,2239,2515,NA,1260,761,1710,0.445,280,802,0.349,437,612,0.714,233,1041,369,130,77,488,547,2017-2018
165,Marquette,35,21,14,0.6,12.5,9.7,NA,9,9,NA,13,7,NA,5,5,NA,2846,2748,NA,1415,989,2081,0.475,385,924,0.417,483,600,0.805,315,1114,551,214,128,431,679,2017-2018
166,Marshall NCAA,36,25,11,0.694,4.21,0.44,NA,12,6,NA,15,2,NA,6,8,NA,3017,2849,NA,1455,1042,2232,0.467,362,1012,0.358,571,747,0.764,293,1287,615,252,209,476,617,2017-2018
167,Maryland-Baltimore County NCAA,36,25,11,0.694,-2.02,-3.84,NA,12,4,NA,15,2,NA,9,7,NA,2630,2466,NA,1440,926,2088,0.443,364,940,0.387,414,641,0.646,348,1245,547,269,87,440,592,2017-2018
168,Maryland-Eastern Shore,32,7,25,0.219,-24.63,-7.57,NA,3,13,NA,6,5,NA,0,18,NA,1992,2473,NA,1280,710,1844,0.385,206,725,0.284,366,542,0.675,348,1065,347,151,57,417,548,2017-2018
169,Maryland,32,19,13,0.594,13.78,7.94,NA,8,10,NA,15,3,NA,2,8,NA,2338,2140,NA,1285,811,1696,0.478,229,617,0.371,487,645,0.755,305,1149,452,138,137,438,512,2017-2018
170,Massachusetts-Lowell,30,12,18,0.4,-9.54,-5.78,NA,6,10,NA,9,7,NA,3,11,NA,2286,2356,NA,1205,791,1719,0.46,215,621,0.346,489,690,0.709,281,969,435,210,86,405,538,2017-2018
171,Massachusetts,33,13,20,0.394,-1.66,1.1,NA,5,13,NA,11,6,NA,1,11,NA,2374,2465,NA,1350,861,1918,0.449,293,732,0.4,359,481,0.746,300,1084,505,159,98,423,595,2017-2018
172,McNeese State,29,12,17,0.414,-12.06,-6.1,NA,8,10,NA,7,5,NA,5,12,NA,2184,2209,NA,1170,780,1787,0.436,205,597,0.343,419,590,0.71,326,1144,327,156,133,416,505,2017-2018
173,Memphis,34,21,13,0.618,1.8,2.16,NA,10,8,NA,14,5,NA,5,5,NA,2408,2420,NA,1380,828,1832,0.452,201,634,0.317,551,798,0.69,391,1166,443,201,129,467,583,2017-2018
174,Mercer,34,19,15,0.559,-0.87,-3.5,NA,11,7,NA,11,3,NA,7,9,NA,2561,2373,NA,1380,878,1854,0.474,288,749,0.385,517,680,0.76,330,1176,490,182,55,424,582,2017-2018
175,Miami (FL) NCAA,32,22,10,0.688,12.83,6.96,NA,11,7,NA,11,3,NA,8,4,NA,2361,2173,NA,1290,875,1881,0.465,247,678,0.364,362,547,0.662,318,1113,424,210,130,367,518,2017-2018
176,Miami (OH),34,16,18,0.471,-3.56,-1.15,NA,8,10,NA,9,5,NA,6,11,NA,2449,2404,NA,1390,886,2006,0.442,301,878,0.343,376,548,0.686,339,1232,453,257,88,453,569,2017-2018
177,Michigan State NCAA,35,30,5,0.857,22.41,7.1,NA,16,2,NA,16,1,NA,8,1,NA,2807,2271,NA,1405,991,1996,0.496,290,725,0.4,535,716,0.747,405,1439,670,143,251,459,640,2017-2018
178,Michigan NCAA,41,33,8,0.805,19.03,9.41,NA,13,5,NA,15,1,NA,6,5,NA,3019,2596,NA,1655,1092,2335,0.468,361,1011,0.357,474,717,0.661,345,1367,585,261,126,379,643,2017-2018
179,Middle Tennessee,33,25,8,0.758,10.29,2.83,NA,16,2,NA,12,2,NA,12,2,NA,2479,2188,NA,1330,902,1914,0.471,241,648,0.372,434,585,0.742,346,1182,468,201,76,413,651,2017-2018
180,Milwaukee,33,16,17,0.485,-4.15,-4.25,NA,8,10,NA,9,7,NA,6,9,NA,2259,2260,NA,1330,834,1872,0.446,235,704,0.334,356,528,0.674,291,1146,429,196,125,412,545,2017-2018
181,Minnesota,32,15,17,0.469,7.01,6.91,NA,4,14,NA,11,6,NA,2,9,NA,2405,2402,NA,1295,850,1971,0.431,218,630,0.346,487,692,0.704,371,1221,467,181,163,352,492,2017-2018
182,Mississippi State,37,25,12,0.676,11.71,6.82,NA,9,9,NA,19,2,NA,4,8,NA,2716,2507,NA,1490,1000,2151,0.465,256,802,0.319,460,666,0.691,398,1335,491,243,198,483,614,2017-2018
183,Mississippi Valley State,32,4,28,0.125,-21.41,-8.13,NA,4,14,NA,3,6,NA,1,21,NA,2075,2500,NA,1300,758,1979,0.383,171,568,0.301,388,575,0.675,395,1138,327,186,56,421,658,2017-2018
184,Mississippi,32,12,20,0.375,6.85,9.16,NA,5,13,NA,10,8,NA,1,10,NA,2426,2500,NA,1300,841,1999,0.421,251,788,0.319,493,675,0.73,395,1215,468,200,131,365,609,2017-2018
185,Missouri-Kansas City,32,10,22,0.313,-10.19,-1.02,NA,5,9,NA,6,8,NA,3,11,NA,2251,2447,NA,1285,756,1859,0.407,284,845,0.336,455,640,0.711,260,1018,354,202,81,411,681,2017-2018
186,Missouri State,33,18,15,0.545,3.08,0.45,NA,7,11,NA,10,5,NA,4,8,NA,2313,2197,NA,1325,851,1953,0.436,234,707,0.331,377,527,0.715,390,1276,425,153,134,382,575,2017-2018
187,Missouri NCAA,33,20,13,0.606,13.81,9.19,NA,10,8,NA,13,3,NA,5,6,NA,2399,2246,NA,1330,794,1765,0.45,306,799,0.383,505,688,0.734,333,1225,443,170,140,469,594,2017-2018
188,Monmouth,31,11,20,0.355,-2.41,-1.24,NA,7,11,NA,6,6,NA,4,12,NA,2336,2372,NA,1280,787,1718,0.458,223,574,0.389,539,758,0.711,276,1115,399,197,73,473,674,2017-2018
189,Montana State,32,13,19,0.406,-8.69,-3.53,NA,6,12,NA,8,6,NA,3,12,NA,2434,2524,NA,1295,817,1929,0.424,257,731,0.352,543,746,0.728,358,1168,401,176,66,399,645,2017-2018
190,Montana NCAA,34,26,8,0.765,6.28,-2.25,NA,16,2,NA,14,0,NA,8,6,NA,2625,2329,NA,1380,944,2021,0.467,186,549,0.339,551,780,0.706,402,1258,428,264,114,422,716,2017-2018
191,Morehead State,29,8,21,0.276,-10.65,-1.91,NA,4,14,NA,7,6,NA,1,15,NA,2043,2204,NA,1165,712,1655,0.43,204,631,0.323,415,592,0.701,339,1041,344,165,86,456,598,2017-2018
192,Morgan State,31,13,18,0.419,-15.67,-11.97,NA,7,8,NA,8,2,NA,3,15,NA,2273,2338,NA,1260,787,1883,0.418,161,478,0.337,538,742,0.725,424,1187,389,222,88,435,628,2017-2018
193,Mount St. Mary's,32,18,14,0.563,-8.15,-8.05,NA,12,6,NA,12,3,NA,6,11,NA,2331,2301,NA,1295,809,1778,0.455,323,853,0.379,390,532,0.733,214,918,449,221,125,351,492,2017-2018
194,Murray State NCAA,32,26,6,0.813,6.87,-3.53,NA,16,2,NA,14,2,NA,10,3,NA,2515,2117,NA,1280,870,1803,0.483,271,719,0.377,504,687,0.734,341,1186,471,216,104,384,559,2017-2018
195,Navy,32,20,12,0.625,-6.93,-7.22,NA,11,7,NA,9,6,NA,9,6,NA,2199,2125,NA,1285,771,1737,0.444,206,622,0.331,451,627,0.719,346,1113,450,206,41,453,553,2017-2018
196,Omaha,31,9,22,0.29,-9.88,0.33,NA,4,10,NA,8,4,NA,1,15,NA,2373,2588,NA,1260,877,1913,0.458,254,694,0.366,365,517,0.706,282,1044,405,177,83,409,498,2017-2018
197,Nebraska,33,22,11,0.667,10.99,7.32,NA,13,5,NA,16,1,NA,4,8,NA,2386,2265,NA,1325,820,1906,0.43,232,670,0.346,514,716,0.718,356,1191,446,200,183,362,565,2017-2018
198,Nevada-Las Vegas,33,20,13,0.606,7.2,1.87,NA,8,10,NA,13,6,NA,5,6,NA,2753,2577,NA,1345,978,2000,0.489,185,554,0.334,612,868,0.705,395,1333,535,184,146,473,580,2017-2018
199,Nevada NCAA,37,29,8,0.784,14.44,4.93,NA,15,3,NA,14,1,NA,11,3,NA,3055,2703,NA,1500,1049,2238,0.469,354,904,0.392,603,812,0.743,342,1316,598,230,150,357,630,2017-2018
200,New Hampshire,31,10,21,0.323,-8.38,-4.32,NA,6,10,NA,8,7,NA,2,12,NA,2103,2085,NA,1240,725,1803,0.402,252,776,0.325,401,544,0.737,357,1189,368,111,56,362,555,2017-2018
201,New Mexico State NCAA,34,28,6,0.824,9.06,-1.1,NA,12,2,NA,14,1,NA,8,3,NA,2572,2183,NA,1365,963,2104,0.458,258,773,0.334,388,603,0.643,427,1402,481,189,103,429,604,2017-2018
202,New Mexico,34,19,15,0.559,5.81,3.3,NA,12,6,NA,13,4,NA,4,8,NA,2795,2641,NA,1365,939,2065,0.455,367,979,0.375,550,708,0.777,317,1073,539,251,96,422,696,2017-2018
203,New Orleans,33,16,17,0.485,-9.01,-5.78,NA,11,7,NA,10,3,NA,5,13,NA,2297,2322,NA,1325,815,1798,0.453,159,444,0.358,508,755,0.673,374,1128,483,238,116,498,622,2017-2018
204,Niagara,33,19,14,0.576,-4.84,-4.21,NA,12,6,NA,9,5,NA,10,7,NA,2748,2769,NA,1330,944,2124,0.444,272,758,0.359,588,808,0.728,396,1286,397,171,145,373,579,2017-2018
205,Nicholls State,32,21,11,0.656,-3.54,-5.86,NA,15,3,NA,12,3,NA,9,7,NA,2641,2411,NA,1280,941,1994,0.472,260,729,0.357,499,696,0.717,353,1189,474,307,126,490,712,2017-2018
206,NJIT,30,14,16,0.467,-7.25,-5.53,NA,7,7,NA,10,7,NA,4,9,NA,2248,2197,NA,1210,808,1803,0.448,236,653,0.361,396,579,0.684,331,1063,417,246,97,399,556,2017-2018
207,Norfolk State,33,14,19,0.424,-12.98,-10.18,NA,11,5,NA,8,6,NA,5,11,NA,2399,2417,NA,1325,858,1992,0.431,254,707,0.359,429,639,0.671,411,1270,450,206,114,507,693,2017-2018
208,North Carolina-Asheville,34,21,13,0.618,-3.92,-3.57,NA,13,5,NA,14,2,NA,7,10,NA,2557,2499,NA,1385,912,1921,0.475,277,703,0.394,456,615,0.741,280,1152,522,252,114,468,628,2017-2018
209,North Carolina A&T,35,20,15,0.571,-12.57,-11.2,NA,11,5,NA,12,0,NA,5,13,NA,2623,2605,NA,1415,929,2010,0.462,213,707,0.301,552,776,0.711,348,1252,534,212,80,482,629,2017-2018
210,North Carolina Central NCAA,35,19,16,0.543,-13.19,-12.31,NA,9,7,NA,12,2,NA,3,13,NA,2520,2425,NA,1405,949,2060,0.461,212,640,0.331,410,597,0.687,415,1336,545,179,117,495,650,2017-2018
211,North Carolina-Greensboro NCAA,35,27,8,0.771,4.54,-3.87,NA,15,3,NA,16,1,NA,8,6,NA,2562,2189,NA,1430,924,2075,0.445,331,938,0.353,383,549,0.698,418,1307,487,267,132,481,650,2017-2018
212,North Carolina State NCAA,33,21,12,0.636,12.91,6.7,NA,11,7,NA,16,3,NA,4,5,NA,2682,2477,NA,1325,965,2054,0.47,263,707,0.372,489,703,0.696,401,1176,531,244,122,400,609,2017-2018
213,North Carolina-Wilmington,32,11,21,0.344,-7.52,-1.15,NA,7,11,NA,8,5,NA,2,11,NA,2542,2668,NA,1305,920,2109,0.436,244,705,0.346,458,664,0.69,447,1310,488,164,67,414,586,2017-2018
214,North Carolina NCAA,37,26,11,0.703,20.08,11.78,NA,11,7,NA,12,3,NA,6,5,NA,3018,2711,NA,1485,1105,2417,0.457,305,849,0.359,503,677,0.743,511,1570,674,213,151,445,587,2017-2018
215,North Dakota State,32,15,17,0.469,-1.86,-1.58,NA,5,9,NA,8,6,NA,5,10,NA,2382,2264,NA,1285,837,1783,0.469,294,778,0.378,414,544,0.761,232,1102,422,145,76,402,556,2017-2018
216,North Dakota,32,12,20,0.375,-7.63,-0.2,NA,6,12,NA,7,6,NA,2,13,NA,2427,2612,NA,1305,863,1879,0.459,233,685,0.34,468,663,0.706,225,984,411,253,59,417,605,2017-2018
217,North Florida,33,14,19,0.424,-11.4,-1.74,NA,7,7,NA,10,2,NA,4,17,NA,2668,2873,NA,1325,939,2058,0.456,357,945,0.378,433,570,0.76,312,1159,490,173,126,478,505,2017-2018
218,North Texas,38,20,18,0.526,1.16,-0.4,NA,8,10,NA,14,6,NA,6,11,NA,2828,2703,NA,1540,1012,2243,0.451,302,849,0.356,502,761,0.66,422,1451,476,195,112,495,723,2017-2018
219,Northeastern,33,23,10,0.697,3.64,-1.61,NA,14,4,NA,12,2,NA,9,5,NA,2472,2270,NA,1335,859,1776,0.484,302,804,0.376,452,617,0.733,258,1083,523,220,82,450,575,2017-2018
220,Northern Arizona,32,5,27,0.156,-14.66,-1.03,NA,2,16,NA,2,10,NA,3,14,NA,2100,2512,NA,1290,698,1750,0.399,178,584,0.305,526,750,0.701,320,1074,314,180,100,497,632,2017-2018
221,Northern Colorado,38,26,12,0.684,3.61,-2.27,NA,11,7,NA,14,3,NA,7,8,NA,3080,2776,NA,1535,1104,2347,0.47,334,930,0.359,540,784,0.689,361,1430,454,203,139,465,722,2017-2018
222,Northern Illinois,32,13,19,0.406,-6.71,-1.71,NA,6,12,NA,11,4,NA,1,13,NA,2319,2407,NA,1285,849,1860,0.456,169,512,0.33,452,623,0.726,315,1102,295,213,58,378,594,2017-2018
223,Northern Iowa,32,16,16,0.5,4.01,3.87,NA,7,11,NA,12,4,NA,1,9,NA,2056,1990,NA,1285,720,1714,0.42,229,684,0.335,387,537,0.721,267,1109,345,166,80,364,482,2017-2018
224,Northern Kentucky,32,22,10,0.688,4.83,-4.07,NA,15,3,NA,12,2,NA,8,6,NA,2486,2112,NA,1280,898,1892,0.475,258,756,0.341,432,591,0.731,308,1176,523,236,103,399,586,2017-2018
225,Northwestern State,29,4,25,0.138,-21.02,-4.18,NA,1,17,NA,1,11,NA,3,13,NA,1868,2264,NA,1160,692,1678,0.412,125,448,0.279,359,588,0.611,359,1036,279,180,122,496,573,2017-2018
226,Northwestern,32,15,17,0.469,9.63,8.37,NA,6,12,NA,11,6,NA,3,9,NA,2203,2127,NA,1290,773,1813,0.426,255,720,0.354,402,538,0.747,320,1059,448,156,136,374,605,2017-2018
227,Notre Dame,36,21,15,0.583,13.65,7.94,NA,8,10,NA,11,6,NA,5,7,NA,2698,2471,NA,1455,945,2131,0.443,300,838,0.358,508,670,0.758,384,1324,520,208,131,355,470,2017-2018
228,Oakland,33,19,14,0.576,-1.82,-3.76,NA,10,8,NA,11,4,NA,7,8,NA,2580,2516,NA,1330,884,1966,0.45,275,782,0.352,537,697,0.77,327,1203,553,200,170,434,540,2017-2018
229,Ohio State NCAA,34,25,9,0.735,17.67,9.03,NA,15,3,NA,16,2,NA,6,2,NA,2591,2297,NA,1375,951,1980,0.48,239,678,0.353,450,616,0.731,334,1245,499,209,132,399,595,2017-2018
230,Ohio,31,14,17,0.452,-2.52,-1.65,NA,7,11,NA,11,5,NA,2,10,NA,2334,2353,NA,1280,839,1893,0.443,244,661,0.369,412,579,0.712,259,1127,443,207,103,412,500,2017-2018
231,Oklahoma State,36,21,15,0.583,12.45,9.12,NA,8,10,NA,15,6,NA,3,7,NA,2757,2637,NA,1450,959,2224,0.431,296,851,0.348,543,717,0.757,463,1348,514,237,143,466,692,2017-2018
232,Oklahoma NCAA,32,18,14,0.563,13.81,10.56,NA,8,10,NA,13,2,NA,2,9,NA,2718,2614,NA,1295,954,2063,0.462,300,836,0.359,510,684,0.746,339,1229,479,208,151,428,551,2017-2018
233,Old Dominion,32,25,7,0.781,9.27,-1.27,NA,15,3,NA,12,2,NA,10,3,NA,2347,2010,NA,1290,844,1888,0.447,228,639,0.357,431,623,0.692,375,1207,483,239,139,332,509,2017-2018
234,Oral Roberts,32,11,21,0.344,-6.67,1.05,NA,5,9,NA,8,5,NA,3,14,NA,2332,2484,NA,1310,879,2010,0.437,220,641,0.343,354,517,0.685,445,1226,453,174,112,411,565,2017-2018
235,Oregon State,32,16,16,0.5,7.32,4.57,NA,7,11,NA,12,4,NA,1,9,NA,2339,2251,NA,1300,830,1779,0.467,192,583,0.329,487,688,0.708,332,1119,475,212,116,424,642,2017-2018
236,Oregon,36,23,13,0.639,10.7,4.84,NA,10,8,NA,16,3,NA,4,7,NA,2817,2606,NA,1460,986,2155,0.458,324,908,0.357,521,683,0.763,372,1262,556,248,152,434,712,2017-2018
237,Pacific,32,14,18,0.438,-0.55,1.8,NA,9,9,NA,8,8,NA,6,9,NA,2280,2316,NA,1290,804,1782,0.451,151,459,0.329,521,715,0.729,332,1086,395,197,129,368,581,2017-2018
238,Penn State,39,26,13,0.667,15.85,7.79,NA,9,9,NA,15,4,NA,6,7,NA,2915,2601,NA,1570,1057,2291,0.461,294,759,0.387,507,722,0.702,422,1385,541,282,193,463,685,2017-2018
239,Pennsylvania NCAA,33,24,9,0.727,2.24,-3.17,NA,12,2,NA,11,3,NA,9,4,NA,2506,2274,NA,1355,893,1948,0.458,291,831,0.35,429,651,0.659,283,1239,508,194,92,391,566,2017-2018
240,Pepperdine,32,6,26,0.188,-6.51,1.82,NA,2,16,NA,5,11,NA,0,14,NA,2283,2516,NA,1290,822,1829,0.449,186,542,0.343,453,646,0.701,324,1077,449,155,69,376,575,2017-2018
241,Pittsburgh,32,8,24,0.25,-1.87,8.47,NA,0,18,NA,7,11,NA,0,10,NA,1985,2316,NA,1290,678,1673,0.405,258,795,0.325,371,534,0.695,247,1007,398,138,112,443,553,2017-2018
242,Portland State,34,20,14,0.588,-0.14,-1.05,NA,9,9,NA,8,5,NA,10,6,NA,2897,2698,NA,1375,1034,2333,0.443,300,883,0.34,529,751,0.704,493,1306,548,333,118,431,746,2017-2018
243,Portland,32,10,22,0.313,-6.61,2.43,NA,4,14,NA,7,9,NA,3,9,NA,2221,2372,NA,1290,781,1745,0.448,255,665,0.383,404,596,0.678,205,1014,387,165,127,383,576,2017-2018
244,Prairie View,34,16,18,0.471,-10.13,-7.71,NA,12,6,NA,10,2,NA,5,15,NA,2559,2609,NA,1370,890,2043,0.436,247,752,0.328,532,793,0.671,403,1182,439,257,103,460,748,2017-2018
245,Presbyterian,32,11,21,0.344,-14.32,-5.53,NA,4,14,NA,8,8,NA,2,13,NA,2124,2273,NA,1285,749,1760,0.426,276,772,0.358,350,510,0.686,291,1003,368,175,63,368,461,2017-2018
246,Princeton,29,13,16,0.448,-2.44,-1.97,NA,5,9,NA,7,5,NA,5,9,NA,2106,2083,NA,1200,753,1661,0.453,287,767,0.374,313,443,0.707,220,949,367,137,90,334,504,2017-2018
